banglore,chennai,delhi,faridabad,ghaziabad,gurgaon,hyderabad,mumbai,noida,pune,Don't Know,East,North,North-East,North-West,South,South-East,South-West,West,Borewell,Both,Corporation,Apartment,Gated Community,Independent Floor/builder Floor,Independent House/villa,Furnishing,Bathroom,Security,BHK,Parking,Age_Building,Balcony,Price_per_sqft,Area_transform,Rent_transform
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,4,1,22.471910112359552,7.19668657083435,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,2,4,1,24.67105263157895,7.103322062526113,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,3,3,3,19.35483870967742,7.346010209913293,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,1,2,3,3,3,20.0,7.313220387090301,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,2,3,4,2,25.06265664160401,7.087573705557973,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,1,24.0,7.1308988302963465,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,2,2,1,1,25.0,7.090076835776092,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,3,3,19.35483870967742,7.346010209913293,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,3,1,18.181818181818183,7.408530566894626,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,1,3,3,4,3,19.18158567774936,7.355001921105257,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,3,3,4,1,21.428571428571427,7.24422751560335,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,3,23.076923076923077,7.170119543449628,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,3,23.076923076923077,7.170119543449628,173.20508075688772
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,3,25.361702127659573,7.069023426578259,172.6267650163207
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,3,1,1,21.90332326283988,7.188412736496954,170.29386365926402
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1,2,3,3,1,23.10756972111554,7.134890851565884,170.29386365926402
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,4,1,27.6981852913085,6.953684210870537,170.29386365926402
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,3,1,3,3,4,4,17.791411042944784,7.396335293800808,170.29386365926402
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2,3,4,0,28.5,6.907755278982137,168.81943016134133
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,5,2,20.363636363636363,7.226209010100671,167.33200530681512
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,0,4,2,22.38209432454037,7.1316985104669115,167.33200530681512
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,2,2,4,2,30.601092896174862,6.818924065275521,167.33200530681512
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,2,3,5,2,22.580645161290324,7.122866658599083,167.33200530681512
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,5,1,22.20394736842105,7.103322062526113,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,3,3,2,18.181818181818183,7.3031700512368,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,3,3,5,15.428571428571429,7.4673710669175595,164.31676725154983
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,1,2,19.285714285714285,7.24422751560335,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,2,1,20.0,7.2078598714324755,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,0,2,2,20.76923076923077,7.170119543449628,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,3,2,21.72164119066774,7.1252830915107115,164.31676725154983
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,1,24.267399267399266,6.9957661563048505,162.78820596099706
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,4,2,16.25,7.3777589082278725,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,2,3,1,3,21.121039805036556,7.115582126184454,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,1,3,3,1,1,19.637462235649547,7.188412736496954,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,2,3,2,2,21.666666666666668,7.090076835776092,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,5,2,19.43198804185351,7.198931240688173,161.24515496597098
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,4,1,24.83285577841452,6.953684210870537,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,2,1,2,17.333333333333332,7.313220387090301,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,1,3,3,5,3,17.80821917808219,7.286191714702382,161.24515496597098
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,2,3,4,2,20.883534136546185,7.126890808898808,161.24515496597098
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,3,2,17.465753424657535,7.286191714702382,159.68719422671313
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,3,2,1,3,17.301038062283737,7.275864600546533,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,2,1,20.798668885191347,7.091742115095153,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,1,3,3,2,1,17.123287671232877,7.286191714702382,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,3,2,1,23.25581395348837,6.980075940561763,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,2,2,20.080321285140563,7.126890808898808,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,5,1,20.55921052631579,7.103322062526113,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,5,1,21.891418563922944,7.040536390215956,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,1,1,18.221574344023324,7.22402480828583,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,1,3,3,2,2,16.556291390728475,7.31986492980897,158.11388300841898
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,3,3,4,1,15.625,7.3777589082278725,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,2,3,14.970059880239521,7.4205789054108005,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,2,3,2,1,23.58490566037736,6.966024187106113,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,4,3,15.460729746444033,7.388327859577107,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,5,1,20.833333333333332,7.090076835776092,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,2,3,4,2,26.31578947368421,6.856461984594587,158.11388300841898
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,2,2,2,1,21.09704641350211,7.077498053569231,158.11388300841898
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,2,28.50574712643678,6.76849321164863,157.48015748023622
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,2,3,17.01388888888889,7.272398392570047,156.52475842498527
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,1,2,3,4,1,23.391812865497077,6.933423025730715,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,2,18.75,7.154615356913663,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,2,1,16.23815967523681,7.298445101508147,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,5,2,22.22222222222222,6.984716320118266,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,3,2,4,1,18.46153846153846,7.170119543449628,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,1,24.564994882292734,6.884486652042782,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,3,3,4,2,14.117647058823529,7.438383530044307,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,1,18.00450112528132,7.195187320178709,154.91933384829667
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,2,1,2,25.263157894736842,6.856461984594587,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,3,2,14.285714285714286,7.426549072397305,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,2,2,1,0,21.333333333333332,7.025538314638521,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,3,1,2,20.0,7.090076835776092,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,3,2,1,25.36997885835095,6.852242569051878,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,2,2,1,3,28.235294117647058,6.745236349484363,154.91933384829667
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,2,1,16.428571428571427,7.24422751560335,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,2,3,13.73134328358209,7.423568444259167,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,3,5,1,16.31205673758865,7.251344983372214,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,2,18.488745980707396,7.126087273299125,151.65750888103102
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,5,1,18.4,7.1308988302963465,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,1,3,3,1,3,14.696485623003195,7.355641102974253,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,2,19.166666666666668,7.090076835776092,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,1,2,19.00826446280992,7.098375638590786,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,2,2,15.84022038567493,7.280697195384741,151.65750888103102
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,3,3,1,21.67766258246937,6.966967138613983,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,4,2,15.862068965517242,7.27931883541462,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,3,3,5,1,15.415549597855227,7.307872780763706,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,1,3,3,5,1,15.415549597855227,7.307872780763706,151.65750888103102
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,3,3,5,2,15.133333333333333,7.313220387090301,150.66519173319364
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,5,2,28.125,6.684611727667927,150.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,1,1,2,18.75,7.090076835776092,150.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,3,2,3,16.87116564417178,7.1731917424865985,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,3,1,17.6,7.1308988302963465,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,3,3,1,3,15.017064846416382,7.289610521451167,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,1,17.05426356589147,7.162397497355718,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,3,3,2,16.47940074906367,7.19668657083435,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,3,2,2,21.359223300970875,6.937314081223682,148.32396974191326
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,1,2,1,2,1,18.333333333333332,7.090076835776092,148.32396974191326
